request_id,field,predicted,expected,amount_safe_pred,amount_safe_expected,earliest_pred,earliest_expected,runner_up_rule,candidates,validation_error,pipeline_error,explanation
request_05,amount_safe_to_pay,15488,737,15488,737,2025-11-06,,,full_payment[payment_option_13] n=1 start=2025-11-06 total=15488 deadline=y changes=0 -> winner || installments[payment_option_14] n=18 start=2025-11-09 total=17656.38 deadline=n changes=0 -> ineligible: 18 payments > max_installment_months 4 || installments[payment_option_15] n=24 start=2025-11-20 total=18895.44 deadline=n changes=0 -> ineligible: 24 payments > max_installment_months 4,,,"Pay ZAR 15,488 today. This leaves at least ZAR 13,100 available over the next 90 days."
request_06,affordability_status,affordable_now,affordable_with_plan,620.4,603.3,2026-01-03,2026-01-15,,full_payment[payment_option_16] n=1 start=2026-01-03 total=620.4 deadline=y changes=0 -> winner || installments[payment_option_17] n=21 start=2026-01-10 total=732.06 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_18] n=6 start=2026-01-17 total=670.02 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 620.40 today. This leaves at least EUR 800 available over the next 90 days.
request_06,earliest_date_for_full_payment,2026-01-03,2026-01-15,620.4,603.3,2026-01-03,2026-01-15,,full_payment[payment_option_16] n=1 start=2026-01-03 total=620.4 deadline=y changes=0 -> winner || installments[payment_option_17] n=21 start=2026-01-10 total=732.06 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_18] n=6 start=2026-01-17 total=670.02 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 620.40 today. This leaves at least EUR 800 available over the next 90 days.
request_06,amount_safe_to_pay,620.4,603.3,620.4,603.3,2026-01-03,2026-01-15,,full_payment[payment_option_16] n=1 start=2026-01-03 total=620.4 deadline=y changes=0 -> winner || installments[payment_option_17] n=21 start=2026-01-10 total=732.06 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_18] n=6 start=2026-01-17 total=670.02 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 620.40 today. This leaves at least EUR 800 available over the next 90 days.
request_06,spending_changes_needed,none,stop:event_476,620.4,603.3,2026-01-03,2026-01-15,,full_payment[payment_option_16] n=1 start=2026-01-03 total=620.4 deadline=y changes=0 -> winner || installments[payment_option_17] n=21 start=2026-01-10 total=732.06 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_18] n=6 start=2026-01-17 total=670.02 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 620.40 today. This leaves at least EUR 800 available over the next 90 days.
request_07,affordability_status,not_affordable,affordable_with_plan,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_07,recommended_payment_method,not_recommended,installments,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_07,earliest_date_for_full_payment,,2024-10-23,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_07,payment_plan,none,2024-09-12:68432|2024-10-10:68432|2024-11-07:68432,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_07,amount_safe_to_pay,0,87170.56,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_08,earliest_date_for_full_payment,2025-02-14,2025-04-15,521.57,284.57,2025-02-14,2025-04-15,,wait[-] n=1 start=2025-02-14 total=996.6 deadline=y changes=0 -> winner || installments[payment_option_23] n=18 start=2025-02-07 total=1136.16 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 996.60 in full on 14 February 2025. Paying earlier would take the balance below the EUR 800 minimum.
request_08,payment_plan,2025-02-14:996.60,2025-04-15:996.60,521.57,284.57,2025-02-14,2025-04-15,,wait[-] n=1 start=2025-02-14 total=996.6 deadline=y changes=0 -> winner || installments[payment_option_23] n=18 start=2025-02-07 total=1136.16 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 996.60 in full on 14 February 2025. Paying earlier would take the balance below the EUR 800 minimum.
request_08,amount_safe_to_pay,521.57,284.57,521.57,284.57,2025-02-14,2025-04-15,,wait[-] n=1 start=2025-02-14 total=996.6 deadline=y changes=0 -> winner || installments[payment_option_23] n=18 start=2025-02-07 total=1136.16 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 996.60 in full on 14 February 2025. Paying earlier would take the balance below the EUR 800 minimum.
request_10,earliest_date_for_full_payment,2024-12-06,,266700,12700,2024-12-06,,,full_payment[payment_option_27] n=1 start=2024-12-06 total=266700 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_28] n=15 start=2024-12-13 total=293370 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 6,,,"Do not make this payment by 10 February 2025. None of the available options keeps the INR 225,400 minimum protected."
request_10,amount_safe_to_pay,266700,12700,266700,12700,2024-12-06,,,full_payment[payment_option_27] n=1 start=2024-12-06 total=266700 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_28] n=15 start=2024-12-13 total=293370 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 6,,,"Do not make this payment by 10 February 2025. None of the available options keeps the INR 225,400 minimum protected."
request_11,affordability_status,affordable_now,affordable_with_plan,13110000,12510645,2025-05-03,2025-07-15,,full_payment[payment_option_29] n=1 start=2025-05-03 total=13110000 deadline=y changes=0 -> winner || installments[payment_option_30] n=18 start=2025-05-17 total=14945400 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_31] n=6 start=2025-05-03 total=14158800 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_32] n=24 start=2025-05-06 total=15994200 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available over the next 90 days."
request_11,earliest_date_for_full_payment,2025-05-03,2025-07-15,13110000,12510645,2025-05-03,2025-07-15,,full_payment[payment_option_29] n=1 start=2025-05-03 total=13110000 deadline=y changes=0 -> winner || installments[payment_option_30] n=18 start=2025-05-17 total=14945400 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_31] n=6 start=2025-05-03 total=14158800 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_32] n=24 start=2025-05-06 total=15994200 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available over the next 90 days."
request_11,amount_safe_to_pay,13110000,12510645,13110000,12510645,2025-05-03,2025-07-15,,full_payment[payment_option_29] n=1 start=2025-05-03 total=13110000 deadline=y changes=0 -> winner || installments[payment_option_30] n=18 start=2025-05-17 total=14945400 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_31] n=6 start=2025-05-03 total=14158800 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_32] n=24 start=2025-05-06 total=15994200 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available over the next 90 days."
request_11,spending_changes_needed,none,reduce_to:event_989:665950,13110000,12510645,2025-05-03,2025-07-15,,full_payment[payment_option_29] n=1 start=2025-05-03 total=13110000 deadline=y changes=0 -> winner || installments[payment_option_30] n=18 start=2025-05-17 total=14945400 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_31] n=6 start=2025-05-03 total=14158800 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_32] n=24 start=2025-05-06 total=15994200 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available over the next 90 days."
request_13,affordability_status,affordable_now,affordable_later,941.6,433.4,2024-03-07,2024-05-15,,full_payment[payment_option_36] n=1 start=2024-03-07 total=941.6 deadline=y changes=0 -> winner || installments[payment_option_37] n=15 start=2024-03-10 total=1035.75 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_38] n=24 start=2024-03-21 total=1148.64 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 941.60 today. This leaves at least EUR 1,300 available over the next 90 days."
request_13,recommended_payment_method,full_payment,wait,941.6,433.4,2024-03-07,2024-05-15,,full_payment[payment_option_36] n=1 start=2024-03-07 total=941.6 deadline=y changes=0 -> winner || installments[payment_option_37] n=15 start=2024-03-10 total=1035.75 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_38] n=24 start=2024-03-21 total=1148.64 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 941.60 today. This leaves at least EUR 1,300 available over the next 90 days."
request_13,earliest_date_for_full_payment,2024-03-07,2024-05-15,941.6,433.4,2024-03-07,2024-05-15,,full_payment[payment_option_36] n=1 start=2024-03-07 total=941.6 deadline=y changes=0 -> winner || installments[payment_option_37] n=15 start=2024-03-10 total=1035.75 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_38] n=24 start=2024-03-21 total=1148.64 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 941.60 today. This leaves at least EUR 1,300 available over the next 90 days."
request_13,payment_plan,2024-03-07:941.60,2024-05-15:941.60,941.6,433.4,2024-03-07,2024-05-15,,full_payment[payment_option_36] n=1 start=2024-03-07 total=941.6 deadline=y changes=0 -> winner || installments[payment_option_37] n=15 start=2024-03-10 total=1035.75 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_38] n=24 start=2024-03-21 total=1148.64 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 941.60 today. This leaves at least EUR 1,300 available over the next 90 days."
request_13,amount_safe_to_pay,941.6,433.4,941.6,433.4,2024-03-07,2024-05-15,,full_payment[payment_option_36] n=1 start=2024-03-07 total=941.6 deadline=y changes=0 -> winner || installments[payment_option_37] n=15 start=2024-03-10 total=1035.75 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_38] n=24 start=2024-03-21 total=1148.64 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 941.60 today. This leaves at least EUR 1,300 available over the next 90 days."
request_14,amount_safe_to_pay,0,597.74,0,597.74,,,,installments[payment_option_40] n=18 start=2025-08-11 total=6172.2 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Do not make this payment by 4 October 2025. None of the available options keeps the EUR 2,200 minimum protected."
request_15,amount_safe_to_pay,0,83.05,0,83.05,,,,installments[payment_option_42] n=21 start=2026-01-20 total=4348.26 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_43] n=24 start=2026-01-09 total=4495.68 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Do not make this payment by 1 February 2026. None of the available options keeps the EUR 1,200 minimum protected."
request_17,earliest_date_for_full_payment,2026-03-01,2026-03-15,274600,243849.58,2026-03-01,2026-03-15,,installments[payment_option_47] n=3 start=2026-03-01 total=285584.01 deadline=y changes=0 -> winner || full_payment[payment_option_48] n=1 start=2026-03-01 total=274600 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_49] n=18 start=2026-03-04 total=313043.94 deadline=n changes=0 -> ineligible: 18 payments > max_installment_months 3,,,"Use 3 installments of INR 95,194.67, starting 1 March 2026. This leaves at least INR 166,100 available."
request_17,amount_safe_to_pay,274600,243849.58,274600,243849.58,2026-03-01,2026-03-15,,installments[payment_option_47] n=3 start=2026-03-01 total=285584.01 deadline=y changes=0 -> winner || full_payment[payment_option_48] n=1 start=2026-03-01 total=274600 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_49] n=18 start=2026-03-04 total=313043.94 deadline=n changes=0 -> ineligible: 18 payments > max_installment_months 3,,,"Use 3 installments of INR 95,194.67, starting 1 March 2026. This leaves at least INR 166,100 available."
request_18,earliest_date_for_full_payment,2026-08-14,2026-09-15,675.92,462,2026-08-14,2026-09-15,,wait[-] n=1 start=2026-08-14 total=3246.1 deadline=y changes=0 -> winner || installments[payment_option_51] n=21 start=2026-07-14 total=3830.4 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 3,246.10 in full on 14 August 2026. Paying earlier would take the balance below the EUR 1,400 minimum."
request_18,payment_plan,2026-08-14:3246.10,2026-09-15:3246.10,675.92,462,2026-08-14,2026-09-15,,wait[-] n=1 start=2026-08-14 total=3246.1 deadline=y changes=0 -> winner || installments[payment_option_51] n=21 start=2026-07-14 total=3830.4 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 3,246.10 in full on 14 August 2026. Paying earlier would take the balance below the EUR 1,400 minimum."
request_18,amount_safe_to_pay,675.92,462,675.92,462,2026-08-14,2026-09-15,,wait[-] n=1 start=2026-08-14 total=3246.1 deadline=y changes=0 -> winner || installments[payment_option_51] n=21 start=2026-07-14 total=3830.4 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 3,246.10 in full on 14 August 2026. Paying earlier would take the balance below the EUR 1,400 minimum."
request_19,recommended_payment_method,installments,partial_payment,39660,28820,2024-09-04,2024-09-15,,installments[payment_option_53] n=2 start=2024-09-04 total=41246.4 deadline=y changes=0 -> winner || full_payment[payment_option_52] n=1 start=2024-09-04 total=39660 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_54] n=3 start=2024-09-10 total=42039.6 deadline=n changes=0 -> ineligible: 3 payments > max_installment_months 2,,,"Use 2 installments of INR 20,623.20, starting 4 September 2024. This leaves at least INR 92,800 available."
request_19,earliest_date_for_full_payment,2024-09-04,2024-09-15,39660,28820,2024-09-04,2024-09-15,,installments[payment_option_53] n=2 start=2024-09-04 total=41246.4 deadline=y changes=0 -> winner || full_payment[payment_option_52] n=1 start=2024-09-04 total=39660 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_54] n=3 start=2024-09-10 total=42039.6 deadline=n changes=0 -> ineligible: 3 payments > max_installment_months 2,,,"Use 2 installments of INR 20,623.20, starting 4 September 2024. This leaves at least INR 92,800 available."
request_19,payment_plan,2024-09-04:20623.20|2024-10-02:20623.20,2024-09-04:28820|2024-09-15:10840,39660,28820,2024-09-04,2024-09-15,,installments[payment_option_53] n=2 start=2024-09-04 total=41246.4 deadline=y changes=0 -> winner || full_payment[payment_option_52] n=1 start=2024-09-04 total=39660 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_54] n=3 start=2024-09-10 total=42039.6 deadline=n changes=0 -> ineligible: 3 payments > max_installment_months 2,,,"Use 2 installments of INR 20,623.20, starting 4 September 2024. This leaves at least INR 92,800 available."
request_19,amount_safe_to_pay,39660,28820,39660,28820,2024-09-04,2024-09-15,,installments[payment_option_53] n=2 start=2024-09-04 total=41246.4 deadline=y changes=0 -> winner || full_payment[payment_option_52] n=1 start=2024-09-04 total=39660 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_54] n=3 start=2024-09-10 total=42039.6 deadline=n changes=0 -> ineligible: 3 payments > max_installment_months 2,,,"Use 2 installments of INR 20,623.20, starting 4 September 2024. This leaves at least INR 92,800 available."
request_20,amount_safe_to_pay,24671.41,5400,24671.41,5400,,,,installments[payment_option_56] n=18 start=2026-02-07 total=346217.94 deadline=n changes=0 -> ineligible: 18 payments > max_installment_months 11,,,"Do not make this payment by 22 February 2026. None of the available options keeps the INR 64,500 minimum protected."
request_21,affordability_status,affordable_now,affordable_with_plan,1574.4,1543.35,2026-04-03,2026-04-15,,full_payment[payment_option_57] n=1 start=2026-04-03 total=1574.4 deadline=y changes=0 -> winner || installments[payment_option_58] n=21 start=2026-04-06 total=1857.87 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_59] n=6 start=2026-04-10 total=1700.34 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_60] n=24 start=2026-04-17 total=1920.72 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay USD 1,574.40 today. This leaves at least USD 1,800 available over the next 90 days."
request_21,earliest_date_for_full_payment,2026-04-03,2026-04-15,1574.4,1543.35,2026-04-03,2026-04-15,,full_payment[payment_option_57] n=1 start=2026-04-03 total=1574.4 deadline=y changes=0 -> winner || installments[payment_option_58] n=21 start=2026-04-06 total=1857.87 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_59] n=6 start=2026-04-10 total=1700.34 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_60] n=24 start=2026-04-17 total=1920.72 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay USD 1,574.40 today. This leaves at least USD 1,800 available over the next 90 days."
request_21,amount_safe_to_pay,1574.4,1543.35,1574.4,1543.35,2026-04-03,2026-04-15,,full_payment[payment_option_57] n=1 start=2026-04-03 total=1574.4 deadline=y changes=0 -> winner || installments[payment_option_58] n=21 start=2026-04-06 total=1857.87 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_59] n=6 start=2026-04-10 total=1700.34 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_60] n=24 start=2026-04-17 total=1920.72 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay USD 1,574.40 today. This leaves at least USD 1,800 available over the next 90 days."
request_21,spending_changes_needed,none,stop:event_1815|reduce_to:event_1816:23.50,1574.4,1543.35,2026-04-03,2026-04-15,,full_payment[payment_option_57] n=1 start=2026-04-03 total=1574.4 deadline=y changes=0 -> winner || installments[payment_option_58] n=21 start=2026-04-06 total=1857.87 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_59] n=6 start=2026-04-10 total=1700.34 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_60] n=24 start=2026-04-17 total=1920.72 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay USD 1,574.40 today. This leaves at least USD 1,800 available over the next 90 days."
request_22,earliest_date_for_full_payment,2024-12-16,2025-01-15,533.78,475.46,2024-12-16,2025-01-15,,installments[payment_option_61] n=3 start=2024-12-08 total=760.77 deadline=y changes=0 -> winner || wait[-] n=1 start=2024-12-16 total=731.5 deadline=y changes=0 -> ineligible: wait needs an earliest date and full_payment accepted || partial_payment[-] n=2 start=2024-12-05 total=731.5 deadline=y changes=0 -> ineligible: partial_payment not in payment_methods_user_will_consider || installments[payment_option_63] n=15 start=2024-12-12 total=804.6 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 6,,,"Use 3 installments of EUR 253.59, starting 8 December 2024. This leaves at least EUR 500 available."
