request_id,field,predicted,expected,amount_safe_pred,amount_safe_expected,earliest_pred,earliest_expected,runner_up_rule,candidates,validation_error,pipeline_error,explanation
request_06,amount_safe_to_pay,440.74,603.3,440.74,603.3,2026-03-15,2026-01-15,,wait[-] n=1 start=2026-03-15 total=620.4 deadline=n changes=0 -> winner || installments[payment_option_17] n=21 start=2026-01-10 total=732.06 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_18] n=6 start=2026-01-17 total=670.02 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 620.40 in full on 15 March 2026. Paying earlier would take the balance below the EUR 800 minimum.
request_06,spending_changes_needed,none,stop:event_476,440.74,603.3,2026-03-15,2026-01-15,,wait[-] n=1 start=2026-03-15 total=620.4 deadline=n changes=0 -> winner || installments[payment_option_17] n=21 start=2026-01-10 total=732.06 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_18] n=6 start=2026-01-17 total=670.02 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 620.40 in full on 15 March 2026. Paying earlier would take the balance below the EUR 800 minimum.
request_07,affordability_status,not_affordable,affordable_with_plan,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_07,recommended_payment_method,not_recommended,installments,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_07,earliest_date_for_full_payment,,2024-10-23,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_07,payment_plan,none,2024-09-12:68432|2024-10-10:68432|2024-11-07:68432,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_07,amount_safe_to_pay,0,87170.56,0,87170.56,,2024-10-23,,installments[payment_option_19] n=3 start=2024-09-12 total=205296 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_21] n=15 start=2024-09-19 total=217140 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 12,,,"Do not make this payment by 14 November 2024. None of the available options keeps the INR 93,000 minimum protected."
request_08,amount_safe_to_pay,292.12,284.57,292.12,284.57,2025-04-15,2025-04-15,,wait[-] n=1 start=2025-04-15 total=996.6 deadline=y changes=0 -> winner || installments[payment_option_23] n=18 start=2025-02-07 total=1136.16 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,Pay EUR 996.60 in full on 15 April 2025. Paying earlier would take the balance below the EUR 800 minimum.
request_10,earliest_date_for_full_payment,2024-12-06,,266700,12700,2024-12-06,,,full_payment[payment_option_27] n=1 start=2024-12-06 total=266700 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_28] n=15 start=2024-12-13 total=293370 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 6,,,"Do not make this payment by 10 February 2025. None of the available options keeps the INR 225,400 minimum protected."
request_10,amount_safe_to_pay,266700,12700,266700,12700,2024-12-06,,,full_payment[payment_option_27] n=1 start=2024-12-06 total=266700 deadline=y changes=0 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_28] n=15 start=2024-12-13 total=293370 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 6,,,"Do not make this payment by 10 February 2025. None of the available options keeps the INR 225,400 minimum protected."
request_11,affordability_status,affordable_now,affordable_with_plan,13110000,12510645,2025-05-03,2025-07-15,,full_payment[payment_option_29] n=1 start=2025-05-03 total=13110000 deadline=y changes=0 -> winner || installments[payment_option_30] n=18 start=2025-05-17 total=14945400 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_31] n=6 start=2025-05-03 total=14158800 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_32] n=24 start=2025-05-06 total=15994200 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available over the next 90 days."
request_11,earliest_date_for_full_payment,2025-05-03,2025-07-15,13110000,12510645,2025-05-03,2025-07-15,,full_payment[payment_option_29] n=1 start=2025-05-03 total=13110000 deadline=y changes=0 -> winner || installments[payment_option_30] n=18 start=2025-05-17 total=14945400 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_31] n=6 start=2025-05-03 total=14158800 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_32] n=24 start=2025-05-06 total=15994200 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available over the next 90 days."
request_11,amount_safe_to_pay,13110000,12510645,13110000,12510645,2025-05-03,2025-07-15,,full_payment[payment_option_29] n=1 start=2025-05-03 total=13110000 deadline=y changes=0 -> winner || installments[payment_option_30] n=18 start=2025-05-17 total=14945400 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_31] n=6 start=2025-05-03 total=14158800 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_32] n=24 start=2025-05-06 total=15994200 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available over the next 90 days."
request_11,spending_changes_needed,none,reduce_to:event_989:665950,13110000,12510645,2025-05-03,2025-07-15,,full_payment[payment_option_29] n=1 start=2025-05-03 total=13110000 deadline=y changes=0 -> winner || installments[payment_option_30] n=18 start=2025-05-17 total=14945400 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_31] n=6 start=2025-05-03 total=14158800 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_32] n=24 start=2025-05-06 total=15994200 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available over the next 90 days."
request_12,affordability_status,not_affordable,affordable_with_plan,57373.04,65164,,2026-04-05,,full_payment[payment_option_34] n=1 start=2026-04-05 total=65164 deadline=y changes=1 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_33] n=3 start=2026-04-19 total=67770.57 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_35] n=21 start=2026-04-05 total=76893.6 deadline=n changes=0 -> ineligible: 21 payments > max_installment_months 11,,,"Do not make this payment by 20 June 2026. None of the available options keeps the ZAR 43,200 minimum protected."
request_12,recommended_payment_method,not_recommended,installments,57373.04,65164,,2026-04-05,,full_payment[payment_option_34] n=1 start=2026-04-05 total=65164 deadline=y changes=1 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_33] n=3 start=2026-04-19 total=67770.57 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_35] n=21 start=2026-04-05 total=76893.6 deadline=n changes=0 -> ineligible: 21 payments > max_installment_months 11,,,"Do not make this payment by 20 June 2026. None of the available options keeps the ZAR 43,200 minimum protected."
request_12,earliest_date_for_full_payment,,2026-04-05,57373.04,65164,,2026-04-05,,full_payment[payment_option_34] n=1 start=2026-04-05 total=65164 deadline=y changes=1 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_33] n=3 start=2026-04-19 total=67770.57 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_35] n=21 start=2026-04-05 total=76893.6 deadline=n changes=0 -> ineligible: 21 payments > max_installment_months 11,,,"Do not make this payment by 20 June 2026. None of the available options keeps the ZAR 43,200 minimum protected."
request_12,payment_plan,none,2026-04-19:22590.19|2026-05-20:22590.19|2026-06-20:22590.19,57373.04,65164,,2026-04-05,,full_payment[payment_option_34] n=1 start=2026-04-05 total=65164 deadline=y changes=1 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_33] n=3 start=2026-04-19 total=67770.57 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_35] n=21 start=2026-04-05 total=76893.6 deadline=n changes=0 -> ineligible: 21 payments > max_installment_months 11,,,"Do not make this payment by 20 June 2026. None of the available options keeps the ZAR 43,200 minimum protected."
request_12,amount_safe_to_pay,57373.04,65164,57373.04,65164,,2026-04-05,,full_payment[payment_option_34] n=1 start=2026-04-05 total=65164 deadline=y changes=1 -> ineligible: full_payment not in payment_methods_user_will_consider || installments[payment_option_33] n=3 start=2026-04-19 total=67770.57 deadline=y changes=0 -> unsafe: balance would fall below minimum_balance_to_keep || installments[payment_option_35] n=21 start=2026-04-05 total=76893.6 deadline=n changes=0 -> ineligible: 21 payments > max_installment_months 11,,,"Do not make this payment by 20 June 2026. None of the available options keeps the ZAR 43,200 minimum protected."
request_13,amount_safe_to_pay,751.31,433.4,751.31,433.4,2024-05-15,2024-05-15,2,wait[-] n=1 start=2024-05-15 total=941.6 deadline=y changes=0 -> winner || full_payment[payment_option_36] n=1 start=2024-03-07 total=941.6 deadline=y changes=3 -> lost on rule 2: requires no spending changes || partial_payment[-] n=2 start=2024-03-07 total=941.6 deadline=y changes=0 -> ineligible: partial_payment not in payment_methods_user_will_consider || installments[payment_option_37] n=15 start=2024-03-10 total=1035.75 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_38] n=24 start=2024-03-21 total=1148.64 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 941.60 in full on 15 May 2024. Paying earlier would take the balance below the EUR 1,300 minimum."
request_14,amount_safe_to_pay,0,597.74,0,597.74,,,,installments[payment_option_40] n=18 start=2025-08-11 total=6172.2 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Do not make this payment by 4 October 2025. None of the available options keeps the EUR 2,200 minimum protected."
request_15,amount_safe_to_pay,0,83.05,0,83.05,,,,installments[payment_option_42] n=21 start=2026-01-20 total=4348.26 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_43] n=24 start=2026-01-09 total=4495.68 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Do not make this payment by 1 February 2026. None of the available options keeps the EUR 1,200 minimum protected."
request_17,earliest_date_for_full_payment,2026-04-15,2026-03-15,248432.86,243849.58,2026-04-15,2026-03-15,,installments[payment_option_47] n=3 start=2026-03-01 total=285584.01 deadline=y changes=0 -> winner || wait[-] n=1 start=2026-04-15 total=274600 deadline=y changes=0 -> ineligible: wait needs an earliest date and full_payment accepted || installments[payment_option_49] n=18 start=2026-03-04 total=313043.94 deadline=n changes=0 -> ineligible: 18 payments > max_installment_months 3,,,"Use 3 installments of INR 95,194.67, starting 1 March 2026. This leaves at least INR 166,100 available."
request_17,amount_safe_to_pay,248432.86,243849.58,248432.86,243849.58,2026-04-15,2026-03-15,,installments[payment_option_47] n=3 start=2026-03-01 total=285584.01 deadline=y changes=0 -> winner || wait[-] n=1 start=2026-04-15 total=274600 deadline=y changes=0 -> ineligible: wait needs an earliest date and full_payment accepted || installments[payment_option_49] n=18 start=2026-03-04 total=313043.94 deadline=n changes=0 -> ineligible: 18 payments > max_installment_months 3,,,"Use 3 installments of INR 95,194.67, starting 1 March 2026. This leaves at least INR 166,100 available."
request_18,amount_safe_to_pay,581.9,462,581.9,462,2026-09-15,2026-09-15,,wait[-] n=1 start=2026-09-15 total=3246.1 deadline=y changes=0 -> winner || installments[payment_option_51] n=21 start=2026-07-14 total=3830.4 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay EUR 3,246.10 in full on 15 September 2026. Paying earlier would take the balance below the EUR 1,400 minimum."
request_19,payment_plan,2024-09-04:30571.22|2024-09-15:9088.78,2024-09-04:28820|2024-09-15:10840,30571.22,28820,2024-09-15,2024-09-15,3,partial_payment[-] n=2 start=2024-09-04 total=39660 deadline=y changes=0 -> winner || installments[payment_option_53] n=2 start=2024-09-04 total=41246.4 deadline=y changes=0 -> lost on rule 3: lowest total amount paid || wait[-] n=1 start=2024-09-15 total=39660 deadline=y changes=0 -> ineligible: wait needs an earliest date and full_payment accepted || installments[payment_option_54] n=3 start=2024-09-10 total=42039.6 deadline=n changes=0 -> ineligible: 3 payments > max_installment_months 2,,,"Pay INR 30,571.22 today and the remaining INR 9,088.78 on 15 September 2024. This completes the full request and keeps the INR 92,800 minimum protected."
request_19,amount_safe_to_pay,30571.22,28820,30571.22,28820,2024-09-15,2024-09-15,3,partial_payment[-] n=2 start=2024-09-04 total=39660 deadline=y changes=0 -> winner || installments[payment_option_53] n=2 start=2024-09-04 total=41246.4 deadline=y changes=0 -> lost on rule 3: lowest total amount paid || wait[-] n=1 start=2024-09-15 total=39660 deadline=y changes=0 -> ineligible: wait needs an earliest date and full_payment accepted || installments[payment_option_54] n=3 start=2024-09-10 total=42039.6 deadline=n changes=0 -> ineligible: 3 payments > max_installment_months 2,,,"Pay INR 30,571.22 today and the remaining INR 9,088.78 on 15 September 2024. This completes the full request and keeps the INR 92,800 minimum protected."
request_20,amount_safe_to_pay,5329.08,5400,5329.08,5400,,,,installments[payment_option_56] n=18 start=2026-02-07 total=346217.94 deadline=n changes=0 -> ineligible: 18 payments > max_installment_months 11,,,"Do not make this payment by 22 February 2026. None of the available options keeps the INR 64,500 minimum protected."
request_21,affordability_status,affordable_now,affordable_with_plan,1574.4,1543.35,2026-04-03,2026-04-15,,full_payment[payment_option_57] n=1 start=2026-04-03 total=1574.4 deadline=y changes=0 -> winner || installments[payment_option_58] n=21 start=2026-04-06 total=1857.87 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_59] n=6 start=2026-04-10 total=1700.34 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_60] n=24 start=2026-04-17 total=1920.72 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay USD 1,574.40 today. This leaves at least USD 1,800 available over the next 90 days."
request_21,earliest_date_for_full_payment,2026-04-03,2026-04-15,1574.4,1543.35,2026-04-03,2026-04-15,,full_payment[payment_option_57] n=1 start=2026-04-03 total=1574.4 deadline=y changes=0 -> winner || installments[payment_option_58] n=21 start=2026-04-06 total=1857.87 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_59] n=6 start=2026-04-10 total=1700.34 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_60] n=24 start=2026-04-17 total=1920.72 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay USD 1,574.40 today. This leaves at least USD 1,800 available over the next 90 days."
request_21,amount_safe_to_pay,1574.4,1543.35,1574.4,1543.35,2026-04-03,2026-04-15,,full_payment[payment_option_57] n=1 start=2026-04-03 total=1574.4 deadline=y changes=0 -> winner || installments[payment_option_58] n=21 start=2026-04-06 total=1857.87 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_59] n=6 start=2026-04-10 total=1700.34 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_60] n=24 start=2026-04-17 total=1920.72 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay USD 1,574.40 today. This leaves at least USD 1,800 available over the next 90 days."
request_21,spending_changes_needed,none,stop:event_1815|reduce_to:event_1816:23.50,1574.4,1543.35,2026-04-03,2026-04-15,,full_payment[payment_option_57] n=1 start=2026-04-03 total=1574.4 deadline=y changes=0 -> winner || installments[payment_option_58] n=21 start=2026-04-06 total=1857.87 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_59] n=6 start=2026-04-10 total=1700.34 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider || installments[payment_option_60] n=24 start=2026-04-17 total=1920.72 deadline=n changes=0 -> ineligible: installments not in payment_methods_user_will_consider,,,"Pay USD 1,574.40 today. This leaves at least USD 1,800 available over the next 90 days."
request_22,amount_safe_to_pay,469.64,475.46,469.64,475.46,2025-01-15,2025-01-15,,installments[payment_option_61] n=3 start=2024-12-08 total=760.77 deadline=y changes=0 -> winner || wait[-] n=1 start=2025-01-15 total=731.5 deadline=y changes=0 -> ineligible: wait needs an earliest date and full_payment accepted || partial_payment[-] n=2 start=2024-12-05 total=731.5 deadline=y changes=0 -> ineligible: partial_payment not in payment_methods_user_will_consider || installments[payment_option_63] n=15 start=2024-12-12 total=804.6 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 6,,,"Use 3 installments of EUR 253.59, starting 8 December 2024. This leaves at least EUR 500 available."
request_23,amount_safe_to_pay,10027.32,9152,10027.32,9152,2025-07-15,2025-07-15,,wait[-] n=1 start=2025-07-15 total=38016 deadline=y changes=0 -> winner || installments[payment_option_65] n=18 start=2025-05-21 total=43338.24 deadline=n changes=0 -> ineligible: 18 payments > max_installment_months 12 || installments[payment_option_66] n=24 start=2025-05-10 total=46379.52 deadline=n changes=0 -> ineligible: 24 payments > max_installment_months 12,,,"Pay ZAR 38,016 in full on 15 July 2025. Paying earlier would take the balance below the ZAR 27,000 minimum."
request_25,amount_safe_to_pay,1340242.22,1425000,1340242.22,1425000,,,,installments[payment_option_70] n=15 start=2024-03-09 total=66545599.95 deadline=n changes=0 -> ineligible: 15 payments > max_installment_months 3 || installments[payment_option_71] n=24 start=2024-03-20 total=73805119.92 deadline=n changes=0 -> ineligible: 24 payments > max_installment_months 3,,,"Do not make this payment by 17 April 2024. None of the available options keeps the IDR 23,379,100 minimum protected."
